Row Id,City Id,City,State,URL,Score Id,Category,Criterion,Level of government,Orientation/Identity,Score
7699,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
7700,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
7701,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
7702,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
7703,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
7704,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,5
7705,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,12,Non-Discrimination Laws,Housing,City,Gender Identity,5
7706,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,5
7707,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,5
7708,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
7709,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
7710,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
7711,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
7712,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,2
7713,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
7714,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
7715,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,2
7716,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
7717,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
7718,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
7719,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
7720,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
7721,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,3
7722,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,3
7723,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,30,Municipality as Employer,Inclusive Workplace,City,NA,1
7724,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
7725,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,32,Municipal Services,Human Rights Commission,County,NA,0
7726,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,33,Municipal Services,Human Rights Commission,City,NA,5
7727,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
7728,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
7729,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
7730,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
7731,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
7732,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
7733,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,2
7734,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
7735,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
7736,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
7737,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
7738,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,0
7739,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,5
7740,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,3
7741,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,2
7742,158,Carbondale,IL,https://www.hrc.org/resources/municipalities/carbondale-il,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
7743,159,Champaign,IL,https://www.hrc.org/resources/municipalities/champaign-il,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
7744,159,Champaign,IL,https://www.hrc.org/resources/municipalities/champaign-il,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
7745,159,Champaign,IL,https://www.hrc.org/resources/municipalities/champaign-il,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
7746,159,Champaign,IL,https://www.hrc.org/resources/municipalities/champaign-il,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
7747,159,Champaign,IL,https://www.hrc.org/resources/municipalities/champaign-il,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,5
